"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Feb-2024","EQ","408.80","411.90","402.50","406.15","406.80","406.70","406.38","415.80","207.60","88,62,155","3,60,14,22,183.30","1,38,826"
"31-Jan-2024","EQ","405.05","409.15","400.40","402.55","406.00","406.15","405.67","415.80","207.60","2,37,50,822","9,63,49,01,873.25","1,24,780"
"30-Jan-2024","EQ","415.75","415.80","401.60","412.80","403.00","402.55","407.53","415.80","207.60","1,41,59,072","5,77,02,69,577.10","1,50,546"
"29-Jan-2024","EQ","392.90","414.70","391.50","389.40","413.55","412.80","405.13","414.70","207.60","2,71,49,058","10,99,89,53,910.10","2,28,719"
"25-Jan-2024","EQ","386.80","391.70","385.35","382.60","389.80","389.40","388.82","404.80","207.60","1,34,40,949","5,22,61,23,885.00","1,50,387"
"24-Jan-2024","EQ","379.80","387.80","374.25","375.30","385.00","382.60","380.97","404.80","207.60","2,29,38,994","8,73,89,73,775.55","1,61,892"
"23-Jan-2024","EQ","403.50","404.80","373.65","398.80","376.55","375.30","385.89","404.80","207.60","1,64,06,737","6,33,11,67,272.90","2,29,682"
"20-Jan-2024","EQ","386.50","401.50","384.45","383.25","399.00","398.80","397.26","401.50","207.60","2,61,21,433","10,37,71,05,642.95","1,63,943"
"19-Jan-2024","EQ","380.65","384.90","379.10","375.65","384.55","383.25","381.93","395.85","207.60","1,58,93,456","6,07,01,54,427.35","96,853"
"18-Jan-2024","EQ","380.80","382.55","368.00","379.65","376.80","375.65","375.80","395.85","207.60","1,24,93,835","4,69,52,30,658.70","1,25,801"
"17-Jan-2024","EQ","381.80","385.35","377.20","381.90","380.55","379.65","381.88","395.85","207.60","1,09,96,538","4,19,93,96,405.30","1,08,392"
"16-Jan-2024","EQ","385.40","386.95","377.05","384.65","382.50","381.90","382.40","395.85","207.60","1,01,65,133","3,88,71,12,344.25","93,849"
"15-Jan-2024","EQ","382.50","387.90","381.40","381.10","384.80","384.65","384.37","395.85","207.60","74,90,747","2,87,92,34,841.25","86,665"
"12-Jan-2024","EQ","385.80","385.80","379.55","384.35","381.80","381.10","381.46","395.85","207.60","74,71,050","2,84,99,05,081.15","79,662"
"11-Jan-2024","EQ","385.50","388.90","383.30","382.05","384.35","384.35","385.49","395.85","207.60","91,63,771","3,53,25,56,169.85","1,19,917"
"10-Jan-2024","EQ","385.85","385.85","375.85","385.35","383.00","382.05","379.70","395.85","207.60","96,70,366","3,67,18,19,509.55","1,23,299"
"09-Jan-2024","EQ","383.65","387.95","382.10","380.40","385.50","385.35","385.25","395.85","207.60","94,73,743","3,64,97,22,684.55","1,23,121"
"08-Jan-2024","EQ","386.45","388.65","379.25","384.25","381.80","380.40","382.32","395.85","207.60","94,24,716","3,60,32,45,685.00","1,04,985"
"05-Jan-2024","EQ","386.80","388.50","382.50","384.75","384.50","384.25","385.71","395.85","207.60","83,69,460","3,22,82,08,273.55","96,769"
"04-Jan-2024","EQ","387.80","389.80","383.90","384.55","384.95","384.75","386.72","395.85","207.60","1,10,39,940","4,26,93,82,941.95","1,30,403"
"03-Jan-2024","EQ","394.80","394.80","383.85","392.65","385.60","384.55","386.93","395.85","207.60","1,29,03,439","4,99,27,00,055.40","1,46,495"
"02-Jan-2024","EQ","387.40","395.85","384.25","381.80","391.75","392.65","390.97","395.85","207.60","2,83,63,847","11,08,95,13,725.95","2,72,097"
"01-Jan-2024","EQ","377.80","386.80","377.45","376.00","382.00","381.80","383.70","386.80","207.60","1,11,24,690","4,26,85,45,026.75","1,29,587"
"29-Dec-2023","EQ","381.50","381.70","374.25","380.95","376.20","376.00","376.71","382.50","207.60","88,59,317","3,33,73,61,778.45","99,586"
"28-Dec-2023","EQ","366.80","382.50","365.80","365.60","381.00","380.95","376.82","382.50","207.60","2,83,10,022","10,66,79,18,553.20","1,97,408"
"27-Dec-2023","EQ","367.00","369.20","362.40","366.05","366.00","365.60","365.72","371.80","207.60","78,90,042","2,88,55,48,687.60","1,00,997"
"26-Dec-2023","EQ","363.80","371.80","362.50","363.25","366.00","366.05","368.06","371.80","207.60","1,19,10,267","4,38,37,38,403.75","1,10,527"
